4.545740749358760269e+01,1.972455518489248760e+01,1.377146452279698252e+01,9.940205143229100315e+00,2.903535502039022442e-01,3.730244841212018714e-01
3.134375508517326381e+01,1.937428753008683557e+01,1.100318570282858133e+01,1.286714828161913715e+01,-8.400288198156977137e-02,2.558820432627580965e-01
3.266423266717958285e+01,3.019252580711098588e+01,1.547491977191358714e+01,1.467228368146632000e+01,2.817335288651173775e-01,1.407744953157475110e-01
7.180342117195243645e+01,6.159737490000711091e+01,1.185939721275770431e+01,1.397332349162606135e+01,1.542798180045697187e-02,3.497599690615343371e-01
8.994185376984901836e+00,1.699474890352328060e+01,1.046426633663936911e+01,1.222420801923430922e+01,1.980931854745540122e-01,2.107629797812530514e-01
3.901410588305660099e+01,4.367719175965589784e-02,1.240321380284043684e+01,9.508430198689268309e+00,-1.669870089035259408e-02,3.729575781614664631e-01
1.723185634745905759e+01,6.866701109074099918e+01,1.542314697249067379e+01,1.027316989553794357e+01,1.422847835382038961e-01,4.626474647117156946e-02
5.823105266956091697e+01,5.099698218977653141e+01,1.549550849352815440e+01,1.283507639511350362e+01,2.659452376061298695e-01,1.973957602928630428e-02
2.343108520216117086e+01,5.720420779721336402e+01,1.234487369398400602e+01,1.038361083416925013e+01,-5.711570416978797859e-02,3.269356464761370429e-01
3.785143827725153898e+01,7.058269375352858788e+01,1.486631307453380835e+01,1.227780964504594863e+01,4.940440490834036025e-02,2.062553387537125194e-01
7.112479625517829618e+01,5.898228637713343403e+01,9.041223714152184954e+00,1.455326281095300445e+01,2.678029652627872403e-01,2.841823050562107267e-01
1.416046252539967298e+01,3.868145019419669950e+01,1.012252814338735618e+01,1.187196222671705570e+01,2.748468193816276939e-01,3.693221255465796160e-01
2.262694817408663184e+01,2.717048353329593269e+01,1.380170294505035145e+01,1.670557836208303826e+01,-4.087946847311146881e-02,1.027666560257779471e-01
6.988454618326171897e+01,3.935137853666756058e+01,1.619168873781625351e+01,1.048414318018540925e+01,1.130674351832642449e-01,1.305078520242352602e-01
2.532340479139808309e+01,3.575015711569592725e+01,1.246461959281014842e+01,1.185877503742363537e+01,2.659883105996659891e-01,2.926976755544601350e-01
5.820375930652237173e+01,2.319307596735643529e+01,1.362167539453472287e+01,1.523343546641467228e+01,2.182361491791411368e-01,1.378121833750542424e-01
6.166982052549182924e+01,5.887151174461863690e+01,1.013205188497520126e+01,1.592756374853181711e+01,7.652858772241302732e-02,1.945641794744661646e-01
3.586953431183978580e+01,4.542768011820059826e+01,1.396935397893643760e+01,1.298543652610354826e+01,2.467154194898683317e-01,2.510939032394722270e-01
